v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_current_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,v_net_reward,num_interactions,num_placed_nodes,num_routed_links
1,1,1,139.0,387.0,34132.90769861653,95031.90848463739,0.35917312661498707,0.35917312661498707,3,0,1,29.0,6479,2952,3527,0.021220159151193685,0.08389610389610391,0,245.56048704040668,29.0,3,2,True,"{0: 18, 1: 25, 2: 8}","{(2, 0): [(8, 19), (19, 28), (28, 18)], (2, 1): [(8, 12), (12, 17), (17, 15), (15, 7), (7, 25)]}","{(0, 18): {'cpu': 27}, (1, 25): {'cpu': 1}, (2, 8): {'cpu': 36}}","{((2, 0), (8, 19)): {'bw': 26}, ((2, 0), (19, 28)): {'bw': 26}, ((2, 0), (28, 18)): {'bw': 26}, ((2, 1), (8, 12)): {'bw': 49}, ((2, 1), (12, 17)): {'bw': 49}, ((2, 1), (17, 15)): {'bw': 49}, ((2, 1), (15, 7)): {'bw': 49}, ((2, 1), (7, 25)): {'bw': 49}}",387.0,139.0,192.0,64.0,75,64.0,75,64.0,323,248,0.35917312661498707,95031.90848463739,34132.90769861653,88.19872790340189,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[18, 25, 8]",1.0258397932816536,3.0,3.0,2.0
2,2,2,299.0,747.0,162276.159152953,383354.2242568945,0.4002677376171352,0.42330604147512413,7,1,1,70.0,6119,2871,3248,0.04807692307692313,0.15636363636363637,1,800.8953215896031,70.0,4,4,True,"{0: 12, 1: 26, 2: 7, 3: 16}","{(1, 0): [(26, 28), (28, 19), (19, 8), (8, 12)], (2, 0): [(7, 15), (15, 17), (17, 12)], (2, 1): [(7, 21), (21, 28), (28, 26)], (3, 2): [(16, 23), (23, 14), (14, 21), (21, 7)]}","{(0, 12): {'cpu': 22}, (1, 26): {'cpu': 0}, (2, 7): {'cpu': 17}, (3, 16): {'cpu': 42}}","{((1, 0), (26, 28)): {'bw': 19}, ((1, 0), (28, 19)): {'bw': 19}, ((1, 0), (19, 8)): {'bw': 19}, ((1, 0), (8, 12)): {'bw': 19}, ((2, 0), (7, 15)): {'bw': 14}, ((2, 0), (15, 17)): {'bw': 14}, ((2, 0), (17, 12)): {'bw': 14}, ((2, 1), (7, 21)): {'bw': 23}, ((2, 1), (21, 28)): {'bw': 23}, ((2, 1), (28, 26)): {'bw': 23}, ((3, 2), (16, 23)): {'bw': 23}, ((3, 2), (23, 14)): {'bw': 23}, ((3, 2), (14, 21)): {'bw': 23}, ((3, 2), (21, 7)): {'bw': 23}}",360.0,160.0,243.0,81.0,79,81.0,79,81.0,279,200,0.4444444444444444,288322.3157722571,128143.2514543365,355.9534762620458,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[12, 26, 7, 16]",1.1944444444444444,4.0,4.0,4.0
3,3,3,484.0,1101.0,266625.81334572483,583028.6976852254,0.4396003633060854,0.45731164590061896,11,2,1,95.0,5765,2779,2986,0.07858090185676392,0.2244155844155844,2,564.0521848257935,95.0,4,4,True,"{0: 11, 1: 24, 2: 17, 3: 6}","{(1, 0): [(24, 26), (26, 11)], (2, 0): [(17, 15), (15, 4), (4, 11)], (3, 0): [(6, 14), (14, 22), (22, 11)], (3, 2): [(6, 14), (14, 23), (23, 16), (16, 17)]}","{(0, 11): {'cpu': 35}, (1, 24): {'cpu': 29}, (2, 17): {'cpu': 24}, (3, 6): {'cpu': 4}}","{((1, 0), (24, 26)): {'bw': 45}, ((1, 0), (26, 11)): {'bw': 45}, ((2, 0), (17, 15)): {'bw': 10}, ((2, 0), (15, 4)): {'bw': 10}, ((2, 0), (4, 11)): {'bw': 10}, ((3, 0), (6, 14)): {'bw': 10}, ((3, 0), (14, 22)): {'bw': 10}, ((3, 0), (22, 11)): {'bw': 10}, ((3, 2), (6, 14)): {'bw': 28}, ((3, 2), (14, 23)): {'bw': 28}, ((3, 2), (23, 16)): {'bw': 28}, ((3, 2), (16, 17)): {'bw': 28}}",354.0,185.0,276.0,92.0,93,92.0,93,92.0,262,169,0.5225988700564972,199674.47342833088,104349.65419277179,294.77303444285815,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[11, 24, 17, 6]",1.2725988700564972,4.0,4.0,4.0
4,3,3,484.0,1101.0,266625.81334572483,583028.6976852254,0.4396003633060854,0.45731164590061896,11,3,1,111.0,5765,2779,2986,0.07858090185676392,0.2244155844155844,3,1116.818624432491,111.0,5,7,False,"{0: 4, 1: 8}","{(1, 0): []}","{(0, 4): {'cpu': 7}, (1, 8): {'cpu': 38}}",{},0.0,0.0,384.0,128.0,263,0.0,0,7.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,"[4, 8]",0.0,2.0,2.0,1.0
5,4,4,744.0,1694.0,304607.36442753416,669655.850729506,0.43919716646989376,0.45487150466273485,16,4,1,131.0,5172,2647,2525,0.12234748010610075,0.3441558441558441,4,146.08288877618986,131.0,5,7,True,"{0: 4, 1: 5, 2: 9, 3: 28, 4: 2}","{(1, 0): [(5, 14), (14, 15), (15, 4)], (2, 1): [(9, 27), (27, 15), (15, 14), (14, 5)], (3, 2): [(28, 21), (21, 27), (27, 9)], (4, 0): [(2, 13), (13, 4)], (4, 1): [(2, 13), (13, 4), (4, 11), (11, 22), (22, 5)], (4, 2): [(2, 13), (13, 4), (4, 15), (15, 27), (27, 9)], (4, 3): [(2, 13), (13, 26), (26, 28)]}","{(0, 4): {'cpu': 50}, (1, 5): {'cpu': 29}, (2, 9): {'cpu': 0}, (3, 28): {'cpu': 36}, (4, 2): {'cpu': 17}}","{((1, 0), (5, 14)): {'bw': 21}, ((1, 0), (14, 15)): {'bw': 21}, ((1, 0), (15, 4)): {'bw': 21}, ((2, 1), (9, 27)): {'bw': 9}, ((2, 1), (27, 15)): {'bw': 9}, ((2, 1), (15, 14)): {'bw': 9}, ((2, 1), (14, 5)): {'bw': 9}, ((3, 2), (28, 21)): {'bw': 0}, ((3, 2), (21, 27)): {'bw': 0}, ((3, 2), (27, 9)): {'bw': 0}, ((4, 0), (2, 13)): {'bw': 20}, ((4, 0), (13, 4)): {'bw': 20}, ((4, 1), (2, 13)): {'bw': 30}, ((4, 1), (13, 4)): {'bw': 30}, ((4, 1), (4, 11)): {'bw': 30}, ((4, 1), (11, 22)): {'bw': 30}, ((4, 1), (22, 5)): {'bw': 30}, ((4, 2), (2, 13)): {'bw': 14}, ((4, 2), (13, 4)): {'bw': 14}, ((4, 2), (4, 15)): {'bw': 14}, ((4, 2), (15, 27)): {'bw': 14}, ((4, 2), (27, 9)): {'bw': 14}, ((4, 3), (2, 13)): {'bw': 34}, ((4, 3), (13, 26)): {'bw': 34}, ((4, 3), (26, 28)): {'bw': 34}}",593.0,260.0,396.0,132.0,128,132.0,128,132.0,461,333,0.43844856661045534,86627.15304428058,37981.55108180936,64.04983319023502,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[4, 5, 9, 28, 2]",1.2384485666104554,5.0,5.0,7.0
6,5,5,885.0,1835.0,331786.73601854313,696835.222320515,0.4822888283378747,0.4761337047712194,18,5,1,150.0,5031,2566,2465,0.1492042440318302,0.3597402597402597,5,192.7615006454537,150.0,3,2,True,"{0: 15, 1: 4, 2: 23}","{(1, 0): [(4, 15)], (2, 1): [(23, 4)]}","{(0, 15): {'cpu': 9}, (1, 4): {'cpu': 48}, (2, 23): {'cpu': 24}}","{((1, 0), (4, 15)): {'bw': 22}, ((2, 1), (23, 4)): {'bw': 38}}",141.0,141.0,243.0,81.0,60,81.0,60,81.0,60,0,1.0,27179.371591008974,27179.371591008974,192.7615006454537,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[15, 4, 23]",1.6666666666666665,3.0,3.0,2.0
7,6,6,975.0,1996.0,347454.6553195848,724863.3890701563,0.48847695390781565,0.47933812158080485,19,6,1,177.0,4870,2529,2341,0.16147214854111402,0.39194805194805193,6,174.08799223379668,177.0,3,2,True,"{0: 24, 1: 9, 2: 14}","{(1, 0): [(9, 27), (27, 15), (15, 14), (14, 6), (6, 24)], (2, 0): [(14, 6), (6, 24)]}","{(0, 24): {'cpu': 22}, (1, 9): {'cpu': 8}, (2, 14): {'cpu': 7}}","{((1, 0), (9, 27)): {'bw': 6}, ((1, 0), (27, 15)): {'bw': 6}, ((1, 0), (15, 14)): {'bw': 6}, ((1, 0), (14, 6)): {'bw': 6}, ((1, 0), (6, 24)): {'bw': 6}, ((2, 0), (14, 6)): {'bw': 47}, ((2, 0), (6, 24)): {'bw': 47}}",161.0,90.0,111.0,37.0,53,37.0,53,37.0,124,71,0.5590062111801242,28028.166749641267,15667.919301041702,97.31626895056957,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[24, 9, 14]",1.2256728778467907,3.0,3.0,2.0
8,6,6,975.0,1996.0,347454.6553195848,724863.3890701563,0.48847695390781565,0.47933812158080485,19,7,1,202.0,4870,2529,2341,0.16147214854111402,0.39194805194805193,7,69.59016852615848,202.0,5,8,False,"{0: 21, 1: 27, 2: 22, 3: 7, 4: 29}","{(1, 0): [(27, 21)], (2, 1): [(22, 14), (14, 15), (15, 27)], (3, 0): [(7, 21)], (3, 1): [(7, 21), (21, 27)], (3, 2): [(7, 21), (21, 14), (14, 22)], (4, 0): [(29, 17), (17, 12), (12, 9), (9, 27), (27, 21)], (4, 2): []}","{(0, 21): {'cpu': 9}, (1, 27): {'cpu': 5}, (2, 22): {'cpu': 7}, (3, 7): {'cpu': 36}, (4, 29): {'cpu': 25}}","{((1, 0), (27, 21)): {'bw': 11}, ((2, 1), (22, 14)): {'bw': 39}, ((2, 1), (14, 15)): {'bw': 39}, ((2, 1), (15, 27)): {'bw': 39}, ((3, 0), (7, 21)): {'bw': 7}, ((3, 1), (7, 21)): {'bw': 21}, ((3, 1), (21, 27)): {'bw': 21}, ((3, 2), (7, 21)): {'bw': 10}, ((3, 2), (21, 14)): {'bw': 10}, ((3, 2), (14, 22)): {'bw': 10}, ((4, 0), (29, 17)): {'bw': 31}, ((4, 0), (17, 12)): {'bw': 31}, ((4, 0), (12, 9)): {'bw': 31}, ((4, 0), (9, 27)): {'bw': 31}, ((4, 0), (27, 21)): {'bw': 31}}",0.0,0.0,246.0,82.0,177,0.0,0,57.0,88,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,"[21, 27, 22, 7, 29]",0.6000000000000001,5.0,5.0,7.0
9,7,7,1228.0,2562.0,351233.79348465014,733317.9037003025,0.47931303669008585,0.47896525055822836,20,8,1,227.0,4304,2389,1915,0.2078912466843501,0.5025974025974026,8,14.937305000258293,227.0,5,6,True,"{0: 15, 1: 3, 2: 23, 3: 7, 4: 28}","{(1, 0): [(3, 23), (23, 15)], (2, 0): [(23, 15)], (3, 1): [(7, 1), (1, 0), (0, 27), (27, 15), (15, 23), (23, 3)], (4, 1): [(28, 21), (21, 14), (14, 23), (23, 3)], (4, 2): [(28, 21), (21, 14), (14, 23)], (4, 3): [(28, 21), (21, 7)]}","{(0, 15): {'cpu': 0}, (1, 3): {'cpu': 38}, (2, 23): {'cpu': 37}, (3, 7): {'cpu': 36}, (4, 28): {'cpu': 29}}","{((1, 0), (3, 23)): {'bw': 15}, ((1, 0), (23, 15)): {'bw': 15}, ((2, 0), (23, 15)): {'bw': 22}, ((3, 1), (7, 1)): {'bw': 50}, ((3, 1), (1, 0)): {'bw': 50}, ((3, 1), (0, 27)): {'bw': 50}, ((3, 1), (27, 15)): {'bw': 50}, ((3, 1), (15, 23)): {'bw': 50}, ((3, 1), (23, 3)): {'bw': 50}, ((4, 1), (28, 21)): {'bw': 8}, ((4, 1), (21, 14)): {'bw': 8}, ((4, 1), (14, 23)): {'bw': 8}, ((4, 1), (23, 3)): {'bw': 8}, ((4, 2), (28, 21)): {'bw': 6}, ((4, 2), (21, 14)): {'bw': 6}, ((4, 2), (14, 23)): {'bw': 6}, ((4, 3), (28, 21)): {'bw': 12}, ((4, 3), (21, 7)): {'bw': 12}}",566.0,253.0,420.0,140.0,113,140.0,113,140.0,426,313,0.4469964664310954,8454.514630146194,3779.1381650653484,6.67692255311899,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[15, 3, 23, 7, 28]",1.2469964664310955,5.0,5.0,6.0
9,7,6,1228.0,2562.0,351233.79348465014,733317.9037003025,0.47931303669008585,0.47896525055822836,20,9,0,241.9373050002583,4870,2529,2341,0.16147214854111402,0.39194805194805193,8,14.937305000258293,227.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,,,
10,8,7,1469.0,3001.0,469364.46684736555,948501.9933527177,0.4895034988337221,0.49484816071738486,23,10,1,262.0,4431,2355,2076,0.21916445623342173,0.46077922077922073,9,490.168769139898,262.0,4,3,True,"{0: 27, 1: 22, 2: 29, 3: 11}","{(1, 0): [(22, 14), (14, 15), (15, 27)], (2, 1): [(29, 17), (17, 16), (16, 23), (23, 14), (14, 22)], (3, 0): [(11, 22), (22, 14), (14, 15), (15, 27)]}","{(0, 27): {'cpu': 42}, (1, 22): {'cpu': 36}, (2, 29): {'cpu': 48}, (3, 11): {'cpu': 48}}","{((1, 0), (22, 14)): {'bw': 22}, ((1, 0), (14, 15)): {'bw': 22}, ((1, 0), (15, 27)): {'bw': 22}, ((2, 1), (29, 17)): {'bw': 19}, ((2, 1), (17, 16)): {'bw': 19}, ((2, 1), (16, 23)): {'bw': 19}, ((2, 1), (23, 14)): {'bw': 19}, ((2, 1), (14, 22)): {'bw': 19}, ((3, 0), (11, 22)): {'bw': 26}, ((3, 0), (22, 14)): {'bw': 26}, ((3, 0), (14, 15)): {'bw': 26}, ((3, 0), (15, 27)): {'bw': 26}}",439.0,241.0,522.0,174.0,67,174.0,67,174.0,265,198,0.5489749430523918,215184.08965241522,118130.67336271542,269.0903721246365,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,"[27, 22, 29, 11]",1.2989749430523918,4.0,4.0,3.0
10,8,7,1469.0,3001.0,469364.46684736555,948501.9933527177,0.4895034988337221,0.49484816071738486,23,11,0,271.5901685261585,4431,2355,2076,0.21916445623342173,0.46077922077922073,7,69.59016852615848,202.0,5,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,,,
10,8,6,1469.0,3001.0,469364.46684736555,948501.9933527177,0.4895034988337221,0.49484816071738486,23,12,0,274.56048704040666,4818,2419,2399,0.19794429708222816,0.37688311688311693,0,245.56048704040668,29.0,3,2,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,,,
10,8,5,1469.0,3001.0,469364.46684736555,948501.9933527177,0.4895034988337221,0.49484816071738486,23,13,0,277.08288877618986,5411,2551,2860,0.15417771883289122,0.2571428571428571,4,146.08288877618986,131.0,5,7,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,,,
